,Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
293,Metropolitan Area,Fresno MSA,2014,October,10/01/2014,40000000,"Trade, Transportation and Utilities",N,63200
294,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,October,10/01/2014,42445000,Food and Beverage Stores,N,93300
295,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,October,10/01/2014,41424000,"Merchant Wholesalers, Nondurable Goods",N,104000
296,Metropolitan Area,Madera MSA,2014,October,10/01/2014,42000000,Retail Trade,N,3700
297,Metropolitan Area,Modesto MSA,2014,October,10/01/2014,65620000,Health Care and Social Assistance,N,28500
298,Metropolitan Area,Napa MSA,2014,October,10/01/2014,90932994,Special Districts plus Indian Tribes,N,100
299,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2014,October,10/01/2014,90931611,Local Government Education,N,20100
300,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2014,October,10/01/2014,90922000,State Government Excluding Education,N,1500
301,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2014,October,10/01/2014,80000000,Other Services,N,42700
302,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2014,October,10/01/2014,43492000,Couriers and Messengers,N,3300
303,Metropolitan Area,San Rafael MD,2014,October,10/01/2014,90939012,County,N,2600
304,Metropolitan Area,Santa Rosa MSA,2014,October,10/01/2014,8000000,Private Service Providing,N,131000
305,Metropolitan Area,Santa Rosa MSA,2014,October,10/01/2014,30000000,Manufacturing,N,21400
306,State,California,2014,October,10/01/2014,20237000,Heavy and Civil Engineering Construction,N,81600
307,State,California,2014,October,10/01/2014,32315200,Cut and Sew Apparel Manufacturing,N,49900
308,State,California,2014,October,10/01/2014,32315100,Apparel Knitting Mills,N,1400
309,State,California,2014,October,10/01/2014,50511100,"Newspaper, Periodical, Book and Director",N,32500
310,County,Butte County,2014,November,11/01/2014,41000000,Wholesale Trade,N,1800
311,County,Calaveras County,2014,November,11/01/2014,0,Total Nonfarm,N,8400
312,County,Del Norte County,2014,November,11/01/2014,50000000,Information,N,80
313,County,Kern County,2014,November,11/01/2014,90000000,Government,N,62000
314,County,Kern County,2014,November,11/01/2014,90932994,Special Districts plus Indian Tribes,N,2400
315,County,Lake County,2014,November,11/01/2014,15000000,"Natural Resources, Mining and Constructi",N,460
316,County,Los Angeles County,2014,November,11/01/2014,80811000,Repair and Maintenance,N,37600
317,County,Los Angeles County,2014,November,11/01/2014,55524200,"Agencies, Brokerages, and Other Insuranc",N,25800
318,County,Los Angeles County,2014,November,11/01/2014,55522000,Credit Intermediation and Related Activi,N,63700
319,County,Placer County,2014,November,11/01/2014,55000000,Financial Activities,N,11400
320,County,San Mateo County,2014,November,11/01/2014,60000000,Professional and Business Services,N,78000
321,County,Santa Barbara County,2014,November,11/01/2014,60540000,"Professional, Scientific and Technical S",N,11000
322,County,Santa Clara County,2014,November,11/01/2014,31000000,Durable Goods,N,146700
323,County,Yolo County,2014,November,11/01/2014,90910000,Federal Government,N,2300
324,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2014,November,11/01/2014,70722500,Restaurants,N,122900
325,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2014,November,11/01/2014,65611300,"Colleges, Universities and Professional",N,6300
326,Metropolitan Area,Hanford-Corcoran MSA,2014,November,11/01/2014,90932000,Local Government Excluding Education,N,3800
327,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,November,11/01/2014,43492000,Couriers and Messengers,N,21100
328,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,November,11/01/2014,43493000,Warehousing and Storage,N,15900
329,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2014,November,11/01/2014,80811000,Repair and Maintenance,N,15700
330,Metropolitan Area,San Rafael MD,2014,November,11/01/2014,90920000,State Government,N,1800
331,Metropolitan Area,Visalia-Porterville MSA,2014,November,11/01/2014,70000000,Leisure and Hospitality,N,10600
332,State,California,2014,November,11/01/2014,41424900,Misc Nondurable Merchant Wholesalers,N,49500
333,State,California,2014,November,11/01/2014,90922000,State Government Excluding Education,N,260300
334,County,Contra Costa County,2014,December,12/01/2014,7000000,Service Providing,N,311600
335,County,Del Norte County,2014,December,12/01/2014,65000000,Educational and Health Services,N,1420
336,County,El Dorado County,2014,December,12/01/2014,32000000,Nondurable Goods,N,400
337,County,Los Angeles County,2014,December,12/01/2014,65000000,Educational and Health Services,N,739100
338,County,Los Angeles County,2014,December,12/01/2014,32323000,Printing and Related Support Activities,N,15100
339,County,Los Angeles County,2014,December,12/01/2014,42442000,Furniture and Home Furnishings Stores,N,15000
340,County,Los Angeles County,2014,December,12/01/2014,41423900,Miscellaneous Durable Goods Merchant Who,N,21000
341,County,Marin County,2014,December,12/01/2014,90932994,Special Districts plus Indian Tribes,N,3100
342,County,Monterey County,2014,December,12/01/2014,8000000,Private Service Providing,N,88700
343,County,Orange County,2014,December,12/01/2014,1000000,Total Wage and Salary,N,1540200
344,County,Orange County,2014,December,12/01/2014,70722500,Restaurants,N,123000
345,County,Orange County,2014,December,12/01/2014,55000000,Financial Activities,N,115900
346,County,Placer County,2014,December,12/01/2014,90910000,Federal Government,N,700
347,County,Plumas County,2014,December,12/01/2014,10000000,Mining and Logging,N,31
348,County,San Diego County,2014,December,12/01/2014,15000000,"Natural Resources, Mining and Constructi",N,66200
349,Metropolitan Area,Chico MSA,2014,December,12/01/2014,7000000,Service Providing,N,70300
350,Metropolitan Area,Hanford-Corcoran MSA,2014,December,12/01/2014,7000000,Service Providing,N,32900
351,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,December,12/01/2014,20000000,Construction,N,119500
352,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,December,12/01/2014,60541200,"Accounting, Tax Preparation and Bookkeep",N,44300
353,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2014,December,12/01/2014,60541800,Advertising and Related Services,N,24100
354,Metropolitan Area,Madera MSA,2014,December,12/01/2014,80000000,Other Services,N,1000
355,Metropolitan Area,San Diego-Carlsbad MSA,2014,December,12/01/2014,42445100,Grocery Stores,N,26400
356,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2014,December,12/01/2014,43400089,Transportation and Warehousing,N,13600
357,Metropolitan Area,Santa Maria-Santa Barbara MSA,2014,December,12/01/2014,60000000,Professional and Business Services,N,24700
358,Metropolitan Area,Stockton-Lodi MSA,2014,December,12/01/2014,55520000,Finance and Insurance,N,4900
359,Metropolitan Area,Stockton-Lodi MSA,2014,December,12/01/2014,41000000,Wholesale Trade,N,10500
360,State,California,2014,December,12/01/2014,55522300,Activities Related to Credit Intermediat,N,40500
361,State,California,2014,December,12/01/2014,60541400,Specialized Design Services,N,23000
362,State,California,2014,December,12/01/2014,60560000,Administrative and Support and Waste Ser,N,1072600
363,County,Imperial County,2015,January,01/01/2015,0,Total Nonfarm,N,49700
364,County,Kings County,2015,January,01/01/2015,1000000,Total Wage and Salary,N,44100
365,County,Lassen County,2015,January,01/01/2015,90940000,State and Local Government,N,4280
366,County,Los Angeles County,2015,January,01/01/2015,42441000,Motor Vehicle and Parts Dealer,N,44500
367,County,Merced County,2015,January,01/01/2015,30000000,Manufacturing,N,8300
368,County,Modoc County,2015,January,01/01/2015,5000000,Total Private,N,980
369,County,San Diego County,2015,January,01/01/2015,60540000,"Professional, Scientific and Technical S",N,122700
370,County,San Joaquin County,2015,January,01/01/2015,90920000,State Government,N,6100
371,County,San Luis Obispo County,2015,January,01/01/2015,32000000,Nondurable Goods,N,3500
372,County,San Mateo County,2015,January,01/01/2015,90930000,Local Government,N,27900
373,County,Stanislaus County,2015,January,01/01/2015,90922000,State Government Excluding Education,N,300
374,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2015,January,01/01/2015,1000000,Total Wage and Salary,N,1514900
375,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2015,January,01/01/2015,42448000,Clothing and Clothing Accessories Stores,N,16700
376,Metropolitan Area,Bakersfield MSA,2015,January,01/01/2015,30000000,Manufacturing,N,14200
377,Metropolitan Area,Bakersfield MSA,2015,January,01/01/2015,90921611,State Government Education,N,1300
378,Metropolitan Area,Fresno MSA,2015,January,01/01/2015,65623000,Nursing and Residential Care Facilities,N,7400
379,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2015,January,01/01/2015,42452300,"General Merchandise Stores, including Warehouse Clubs and Supercenters",N,39800
380,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2015,January,01/01/2015,43488000,Support Activities for Transportation,N,48500
381,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2015,January,01/01/2015,55531100,Lessors of Real Estate,N,16700
382,Metropolitan Area,Modesto MSA,2015,January,01/01/2015,65000000,Educational and Health Services,N,30500
383,Metropolitan Area,Napa MSA,2015,January,01/01/2015,5000000,Total Private,N,57600
384,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2015,January,01/01/2015,42448000,Clothing and Clothing Accessories Stores,N,21000
385,Metropolitan Area,San Diego-Carlsbad MSA,2015,January,01/01/2015,90932994,Special Districts plus Indian Tribes,N,27800
386,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2015,January,01/01/2015,31334413,Semiconductor and Related Devices Manufa,N,29800
387,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2015,January,01/01/2015,90920000,State Government,N,6700
388,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2015,January,01/01/2015,65000000,Educational and Health Services,N,155600
389,Metropolitan Area,San Rafael MD,2015,January,01/01/2015,10000000,Mining and Logging,N,0
390,Metropolitan Area,Stockton-Lodi MSA,2015,January,01/01/2015,70720000,Accommodation and Food Service,N,16600
391,Metropolitan Area,Visalia-Porterville MSA,2015,January,01/01/2015,70710000,"Arts, Entertainment, and Recreation",N,700
392,State,California,2015,January,01/01/2015,32315100,Apparel Knitting Mills,N,1400
393,County,Alpine County,2015,February,02/01/2015,90000000,Government,N,310
394,County,Butte County,2015,February,02/01/2015,90930000,Local Government,N,11800
395,County,Colusa County,2015,February,02/01/2015,31000000,Durable Goods,N,51
396,County,Marin County,2015,February,02/01/2015,65000000,Educational and Health Services,N,20000
397,County,Mariposa County,2015,February,02/01/2015,10000000,Mining and Logging,N,0
398,County,Mono County,2015,February,02/01/2015,11000000,Total Farm,N,31
399,County,Sacramento County,2015,February,02/01/2015,50000000,Information,N,10100
400,County,San Francisco County,2015,February,02/01/2015,7000000,Service Providing,N,628100
401,County,Santa Cruz County,2015,February,02/01/2015,55530000,Real Estate and Rental and Leasing,N,1400
402,County,Solano County,2015,February,02/01/2015,15000000,"Natural Resources, Mining and Constructi",N,8500
403,County,Tehama County,2015,February,02/01/2015,20000000,Construction,N,480
404,County,Trinity County,2015,February,02/01/2015,30000000,Manufacturing,N,200
405,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2015,February,02/01/2015,42445100,Grocery Stores,N,26900
406,Metropolitan Area,El Centro MSA,2015,February,02/01/2015,41000000,Wholesale Trade,N,1800
407,Metropolitan Area,Fresno MSA,2015,February,02/01/2015,90000000,Government,N,69500
408,Metropolitan Area,Modesto MSA,2015,February,02/01/2015,0,Total Nonfarm,N,161900
409,Metropolitan Area,Modesto MSA,2015,February,02/01/2015,90939012,County,N,4600
410,Metropolitan Area,Modesto MSA,2015,February,02/01/2015,80000000,Other Services,N,5200
411,Metropolitan Area,Oakland-Hayward-Berkeley MD,2015,February,02/01/2015,43492000,Couriers and Messengers,N,7300
412,Metropolitan Area,Redding MSA,2015,February,02/01/2015,15000000,"Natural Resources, Mining and Constructi",N,2600
413,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2015,February,02/01/2015,43484100,General Freight Trucking,N,19100
414,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2015,February,02/01/2015,55530000,Real Estate and Rental and Leasing,N,13400
415,Metropolitan Area,Salinas MSA,2015,February,02/01/2015,1000000,Total Wage and Salary,N,161500
416,Metropolitan Area,Santa Maria-Santa Barbara MSA,2015,February,02/01/2015,55000000,Financial Activities,N,6500
417,State,California,2015,February,02/01/2015,10211000,Oil & Gas Extraction,N,6200
418,State,California,2015,February,02/01/2015,43488300,Support Activities for Water transp.,N,17900
419,State,California,2015,February,02/01/2015,90910000,Federal Government,Y,243200
420,County,Kern County,2015,March,03/01/2015,70722000,Food Services and Drinking Places,N,20700
421,County,Monterey County,2015,March,03/01/2015,80000000,Other Services,N,4900
422,County,San Diego County,2015,March,03/01/2015,11000000,Total Farm,N,9100
423,County,San Diego County,2015,March,03/01/2015,20236000,Construction of Buildings,N,14800
424,County,San Joaquin County,2015,March,03/01/2015,43493000,Warehousing and Storage,N,8000
425,County,San Luis Obispo County,2015,March,03/01/2015,90922000,State Government Excluding Education,N,5400
426,County,Tulare County,2015,March,03/01/2015,32311000,Food Manufacturing,N,6400
427,County,Tuolumne County,2015,March,03/01/2015,11000000,Total Farm,N,60
428,County,Ventura County,2015,March,03/01/2015,55000000,Financial Activities,N,17800
429,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2015,March,03/01/2015,65624000,Social Assistance,N,40100
430,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2015,March,03/01/2015,42000000,Retail Trade,N,415400
431,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2015,March,03/01/2015,70722000,Food Services and Drinking Places,N,351800
432,Metropolitan Area,Madera MSA,2015,March,03/01/2015,7000000,Service Providing,N,29200
433,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2015,March,03/01/2015,65621000,Ambulatory Health Care Services,N,43400
434,Metropolitan Area,San Diego-Carlsbad MSA,2015,March,03/01/2015,0,Total Nonfarm,N,1365300
435,Metropolitan Area,San Diego-Carlsbad MSA,2015,March,03/01/2015,60000000,Professional and Business Services,N,225600
436,Metropolitan Area,San Diego-Carlsbad MSA,2015,March,03/01/2015,70722000,Food Services and Drinking Places,N,123300
437,Metropolitan Area,San Rafael MD,2015,March,03/01/2015,0,Total Nonfarm,N,110100
438,Metropolitan Area,San Rafael MD,2015,March,03/01/2015,90939022,City,N,1500
439,Metropolitan Area,Santa Rosa MSA,2015,March,03/01/2015,5000000,Total Private,N,161500
440,State,California,2015,March,03/01/2015,55520000,Finance and Insurance,Y,523400
441,State,California,2015,March,03/01/2015,42443000,Electronics and Appliance Stores,N,61400
442,State,California,2015,March,03/01/2015,32325600,"Soap, Cleaning Compound & Toiletry Mfg.",N,11500
443,State,California,2015,March,03/01/2015,90931150,Indian Tribes,N,57200
444,County,Colusa County,2015,April,04/01/2015,32000000,Nondurable Goods,N,830
445,County,Contra Costa County,2015,April,04/01/2015,32000000,Nondurable Goods,N,8300
446,County,Fresno County,2015,April,04/01/2015,42445000,Food and Beverage Stores,N,7600
447,County,Inyo County,2015,April,04/01/2015,40000000,"Trade, Transportation and Utilities",N,1250
448,County,Los Angeles County,2015,April,04/01/2015,20236100,Residential Building Construction,N,18600
449,County,Los Angeles County,2015,April,04/01/2015,50515000,Broadcasting (except Internet),N,20400
